genes	hgnc_synonyms	hgnc_genes	phenotype	phenotypeInheritance	geneMimNumber	phenotypeMimNumber	chromosome	comments
MSX1|HOX7|HYD1|OFC5|STHAG1|ECTD3	MSX1|MSX1|MSX1|MSX1|NA|NA	MSX1	Tooth agenesis, selective, 1, with or without orofacial cleft	Autosomal dominant	142983	106600	4	NA
MSX1|HOX7|HYD1|OFC5|STHAG1|ECTD3	MSX1|MSX1|MSX1|MSX1|NA|NA	MSX1	Orofacial cleft 5	None	142983	608874	4	NA
MSX1|HOX7|HYD1|OFC5|STHAG1|ECTD3	MSX1|MSX1|MSX1|MSX1|NA|NA	MSX1	Ectodermal dysplasia 3, Witkop type	Autosomal dominant	142983	189500	4	NA
CYTL1|C17	CYTL1|CYTL1	CYTL1	NA	NA	607930	NA	4	NA
LBN|EVC2|WAD	EVC2|EVC2|NA	EVC2	Weyers acrofacial dysostosis	Autosomal dominant	607261	193530	4	NA
LBN|EVC2|WAD	EVC2|EVC2|NA	EVC2	Ellis-van Creveld syndrome	Autosomal recessive	607261	225500	4	NA
EVC	EVC	EVC	Ellis-van Creveld syndrome	Autosomal recessive	604831	225500	4	NA
EVC	EVC	EVC	Weyers acrodental dysostosis	Autosomal dominant	604831	193530	4	NA
CRMP1|DPYSL1|DRP1	CRMP1|CRMP1|DENR,DNM1L,UTRN	CRMP1,DENR,UTRN,DNM1L	NA	NA	602462	NA	4	NA
JAKMIP1|JAMIP1|MARLIN1	JAKMIP1|JAKMIP1|JAKMIP1	JAKMIP1	NA	NA	611195	NA	4	NA
WFS1|WFRS|WFS|DFNA6|DFNA14|DFNA38|WFSL|CTRCT41	WFS1|NA|WFS1|WFS1|WFS1|WFS1|NA|NA	WFS1	?Cataract 41	Autosomal dominant	606201	116400	4	mutation identified in 1 CTRCT41 family
WFS1|WFRS|WFS|DFNA6|DFNA14|DFNA38|WFSL|CTRCT41	WFS1|NA|WFS1|WFS1|WFS1|WFS1|NA|NA	WFS1	Diabetes mellitus, noninsulin-dependent, association with	Autosomal dominant	606201	125853	4	mutation identified in 1 CTRCT41 family
WFS1|WFRS|WFS|DFNA6|DFNA14|DFNA38|WFSL|CTRCT41	WFS1|NA|WFS1|WFS1|WFS1|WFS1|NA|NA	WFS1	Wolfram-like syndrome, autosomal dominant	Autosomal dominant	606201	614296	4	mutation identified in 1 CTRCT41 family
WFS1|WFRS|WFS|DFNA6|DFNA14|DFNA38|WFSL|CTRCT41	WFS1|NA|WFS1|WFS1|WFS1|WFS1|NA|NA	WFS1	Wolfram syndrome	Autosomal recessive	606201	222300	4	mutation identified in 1 CTRCT41 family
WFS1|WFRS|WFS|DFNA6|DFNA14|DFNA38|WFSL|CTRCT41	WFS1|NA|WFS1|WFS1|WFS1|WFS1|NA|NA	WFS1	Deafness, autosomal dominant 6/14/38	Autosomal dominant	606201	600965	4	mutation identified in 1 CTRCT41 family
PPP2R2C|PR52	PPP2R2C|PPP2R2C	PPP2R2C	NA	NA	605997	NA	4	NA
S100P	S100P	S100P	NA	NA	600614	NA	4	NA
BLOC1S4|BLOS4|CNO	BLOC1S4|NA|BLOC1S4	BLOC1S4	NA	NA	605695	NA	4	NA
TBC1D14|KIAA1322	TBC1D14|TBC1D14	TBC1D14	NA	NA	614855	NA	4	NA
TADA2B|ADA2B	TADA2B|NA	TADA2B	NA	NA	608790	NA	4	NA
GRPEL1|HMGE	GRPEL1|GRPEL1	GRPEL1	NA	NA	606173	NA	4	NA
SORCS2|KIAA1329	SORCS2|SORCS2	SORCS2	NA	NA	606284	NA	4	NA
AFAP1|AFAP|AFAP110	AFAP1|AFAP1|NA	AFAP1	NA	NA	608252	NA	4	NA
ABLIM2|KIAA1808	ABLIM2|ABLIM2	ABLIM2	NA	NA	612544	NA	4	NA
MIR95|MIRN95	MIR95|MIR95	MIR95	NA	NA	613185	NA	4	NA
HTRA3|PRSP	CAPN5,HTRA3|NA	CAPN5,HTRA3	NA	NA	608785	NA	4	NA
ACOX3	ACOX3	ACOX3	NA	NA	603402	NA	4	NA
METTL19	TRMT44	TRMT44	NA	NA	614309	NA	4	NA
GPR78	GPR78	GPR78	NA	NA	606921	NA	4	NA
CPZ	CPZ	CPZ	NA	NA	603105	NA	4	NA
HMX1|H6	HMX1|HMX1	HMX1	Oculoauricular syndrome	Autosomal recessive	142992	612109	4	NA
USP17L9P|USP17	USP17L9P|USP17L9P	USP17L9P	NA	NA	607011	NA	4	NA
SLC2A9|GLUT9|UAQTL2	SLC2A9|SLC2A6|NA	SLC2A6,SLC2A9	Uric acid concentration, serum, QTL 2	Autosomal dominant; Autosomal recessive	606142	612076	4	NA
SLC2A9|GLUT9|UAQTL2	SLC2A9|SLC2A6|NA	SLC2A6,SLC2A9	Hypouricemia, renal, 2	Autosomal dominant; Autosomal recessive	606142	612076	4	NA
DRD5|DRD1B|DRD1L2	DRD5|DRD5|DRD5	DRD5	Dystonia, primary cervical	None	126453	NA	4	pseudogenes on 2p11 and 1q21
DRD5|DRD1B|DRD1L2	DRD5|DRD5|DRD5	DRD5	Blepharospasm, primary benign	Isolated cases	126453	606798	4	pseudogenes on 2p11 and 1q21
DRD5|DRD1B|DRD1L2	DRD5|DRD5|DRD5	DRD5	Attention deficit-hyperactivity disorder, susceptibility to	Autosomal dominant	126453	143465	4	pseudogenes on 2p11 and 1q21
WDR1	WDR1	WDR1	NA	NA	604734	NA	4	NA
CLNK|MIST	CLNK|CLNK	CLNK	NA	NA	611434	NA	4	NA
BMIQ7	NA	NA	Obesity, susceptibility to, BMIQ7	None	608410	608410	4	NA
EPPS	NA	NA	Epilepsy, partial, with pericentral spikes	None	607221	607221	4	NA
HDL3|HLN2	NA|NA	NA	Huntington disease-like 3	Autosomal recessive	604802	604802	4	NA
STQTL13	NA	NA	Stature QTL 13	None	612226	612226	4	associated with rs16896068
HS3ST1|3OST|3OST1	HS3ST1|NA|HS3ST1	HS3ST1	NA	NA	603244	NA	4	NA
RAB28|CORD18	RAB28|NA	RAB28	Cone-rod dystrophy 18	Autosomal recessive	612994	615374	4	NA
NKX3-2|BAPX1|SMMD	NKX3-2|NKX3-2|NA	NKX3-2	Spondylo-megaepiphyseal-metaphyseal dysplasia	Autosomal recessive	602183	613330	4	NA
BOD1L1|FAM44A	BOD1L1|BOD1L1	BOD1L1	NA	NA	616746	NA	4	NA
CPEB2	CPEB2	CPEB2	NA	NA	610605	NA	4	NA
CC2D2A|KIAA1345|MKS6	CC2D2A|CC2D2A|CC2D2A	CC2D2A	Joubert syndrome 9	Autosomal recessive	612013	612285	4	NA
CC2D2A|KIAA1345|MKS6	CC2D2A|CC2D2A|CC2D2A	CC2D2A	COACH syndrome	Autosomal recessive	612013	216360	4	NA
CC2D2A|KIAA1345|MKS6	CC2D2A|CC2D2A|CC2D2A	CC2D2A	Meckel syndrome 6	Autosomal recessive	612013	612284	4	NA
FBXL5|FBL5	FBXL5|FBXL4,FBXL5	FBXL5,FBXL4	NA	NA	605655	NA	4	NA
BST1	BST1	BST1	NA	NA	600387	NA	4	previously assigned to 14q32.3
CD38	CD38	CD38	NA	NA	107270	NA	4	NA
FGFBP1|FGFBP|HBP17	FGFBP1|FGFBP1|FGFBP1	FGFBP1	NA	NA	607737	NA	4	NA
KSP37	FGFBP2,TMEM72	TMEM72,FGFBP2	NA	NA	607713	NA	4	NA
PROM1|PROML1|AC133|RP41|CORD12|CD133|MCDR2|STGD4	PROM1|PROM1|PROM1|PROM1|PROM1|PROM1|AKR1C2,PROM1|PROM1	AKR1C2,PROM1	Stargardt disease 4	None	604365	603786	4	NA
PROM1|PROML1|AC133|RP41|CORD12|CD133|MCDR2|STGD4	PROM1|PROM1|PROM1|PROM1|PROM1|PROM1|AKR1C2,PROM1|PROM1	AKR1C2,PROM1	Retinitis pigmentosa 41	Autosomal recessive	604365	612095	4	NA
PROM1|PROML1|AC133|RP41|CORD12|CD133|MCDR2|STGD4	PROM1|PROM1|PROM1|PROM1|PROM1|PROM1|AKR1C2,PROM1|PROM1	AKR1C2,PROM1	Macular dystrophy, retinal, 2	Autosomal dominant	604365	608051	4	NA
PROM1|PROML1|AC133|RP41|CORD12|CD133|MCDR2|STGD4	PROM1|PROM1|PROM1|PROM1|PROM1|PROM1|AKR1C2,PROM1|PROM1	AKR1C2,PROM1	Cone-rod dystrophy 12	None	604365	612657	4	NA
TAPT1|CMVFR	TAPT1|NA	TAPT1	NA	NA	612758	NA	4	NA
LDB2|CLIM1	LDB2|LDB2,PDLIM1	LDB2,PDLIM1	NA	NA	603450	NA	4	NA
QDPR|DHPR	QDPR|QDPR	QDPR	Hyperphenylalaninemia, BH4-deficient, C	Autosomal recessive	612676	261630	4	NA
PEPS	LAP3	LAP3	NA	NA	170250	NA	4	NA
MED28|EG1|MAGICIN	MED28|MED28|NA	MED28	NA	NA	610311	NA	4	NA
NCAPG|CAPG	NCAPG|CAPG	NCAPG,CAPG	NA	NA	606280	NA	4	NA
LCORL|MLR1	LCORL|LCORL	LCORL	NA	NA	611799	NA	4	NA
SLIT2	SLIT2	SLIT2	NA	NA	603746	NA	4	NA
MIR218-1	MIR218-1	MIR218-1	NA	NA	616770	NA	4	within intron of SLIT2
KCNIP4|KCHIP4	KCNIP4|KCNIP4	KCNIP4	NA	NA	608182	NA	4	NA
GPR125	GPR125	GPR125	NA	NA	612303	NA	4	NA
GBA3|CBGL1	GBA3|NA	GBA3	NA	NA	606619	NA	4	NA
PPARGC1A|PPARGC1	PPARGC1A|PPARGC1A	PPARGC1A	NA	NA	604517	NA	4	NA
DHX15|DDX15|DBP1|HRH2	DHX15|DHX15|DHX15|DHX15,HRH2	HRH2,DHX15	NA	NA	603403	NA	4	NA
SOD3	SOD3	SOD3	Superoxide dismutase, elevated extracellular	None	185490	NA	4	NA
LGI2|KIAA1916	LGI2|LGI2	LGI2	NA	NA	608301	NA	4	NA
SEPSECS|SLA|LP|PCH2D	SEPSECS|SEPSECS,SLA|LPA|NA	SEPSECS,LPA,SLA	Pontocerebellar hypoplasia type 2D	Autosomal recessive	613009	613811	4	NA
PI4K2B	PI4K2B	PI4K2B	NA	NA	612101	NA	4	NA
ZCCHC4	ZCCHC4	ZCCHC4	NA	NA	611792	NA	4	NA
ANAPC4|APC4	ANAPC4|ANAPC4,SLC25A41	SLC25A41,ANAPC4	NA	NA	606947	NA	4	NA
SLC34A2	SLC34A2	SLC34A2	Pulmonary alveolar microlithiasis	Autosomal recessive	604217	265100	4	NA
SLC34A2	SLC34A2	SLC34A2	?Testicular microlithiasis	None	604217	610441	4	NA
RBPJ|RBPSUH|IGKJRB1|AOS3	RBPJ|RBPJ|RBPJ|NA	RBPJ	Adams-Oliver syndrome 3	Autosomal dominant	147183	614814	4	pseudogenes at 9q13, 9p13, and 3q25
CCKAR	CCKAR	CCKAR	NA	NA	118444	NA	4	NA
STIM2|KIAA1482	STIM2|NA	STIM2	NA	NA	610841	NA	4	NA
NPC1|NPCA1	NPC1|NA	NPC1	Nasopharyngeal carcinoma 1	None	607107	607107	4	?associated with acyl-CoA thioesterase 7-like
PCDH7|BHPCDH	PCDH7|NA	PCDH7	NA	NA	602988	NA	4	NA
UCH1LAS	NA	NA	NA	NA	614991	NA	4	NA
ARAP2|CENTD1|KIAA0580	ARAP2|ARAP2|NA	ARAP2	NA	NA	606645	NA	4	NA
RELL1	RELL1	RELL1	NA	NA	611212	NA	4	NA
PGM2	PGM2	PGM2	NA	NA	172000	NA	4	NA
TBC1D1|KIAA1108	TBC1D1|TBC1D1	TBC1D1	NA	NA	609850	NA	4	NA
PTTG2	PTTG2	PTTG2	NA	NA	604231	NA	4	NA
TLR1|TIL.LPRS5	TLR1|NA	TLR1	Leprosy, susceptibility to, 5	None	601194	613223	4	NA
TLR1|TIL.LPRS5	TLR1|NA	TLR1	Leprosy, protection against	None	601194	613223	4	NA
TLR6	TLR6	TLR6	NA	NA	605403	NA	4	NA
MIR574|MIR574-3p	MIR574|NA	MIR574	NA	NA	615469	NA	4	NA
KLHL5	KLHL5	KLHL5	NA	NA	608064	NA	4	NA
WDR19|SRTD5|ATD5|NPHP13|CED4	WDR19|NA|NA|WDR19|APAF1	WDR19,APAF1	Nephronophthisis 13	Autosomal recessive	608151	614377	4	mutation identified in 1 CED4 family and 1 SRTD5 family
WDR19|SRTD5|ATD5|NPHP13|CED4	WDR19|NA|NA|WDR19|APAF1	WDR19,APAF1	?Short-rib thoracic dysplasia 5 with or without polydactyly	Autosomal recessive	608151	614376	4	mutation identified in 1 CED4 family and 1 SRTD5 family
WDR19|SRTD5|ATD5|NPHP13|CED4	WDR19|NA|NA|WDR19|APAF1	WDR19,APAF1	?Cranioectodermal dysplasia 4	Autosomal recessive	608151	614378	4	mutation identified in 1 CED4 family and 1 SRTD5 family
WDR19|SRTD5|ATD5|NPHP13|CED4	WDR19|NA|NA|WDR19|APAF1	WDR19,APAF1	Senior-Loken syndrome 8	Autosomal recessive	608151	616307	4	mutation identified in 1 CED4 family and 1 SRTD5 family
RFC1|RECC1	RFC1|NA	RFC1	NA	NA	102579	NA	4	NA
KLB|BKL	KLB|NA	KLB	NA	NA	611135	NA	4	NA
RPL9	RPL9	RPL9	NA	NA	603686	NA	4	pseudogene on Xpter-p21
LIAS|PDHLD	LIAS|NA	LIAS	Pyruvate dehydrogenase lipoic acid synthetase deficiency	Autosomal recessive	607031	614462	4	NA
UGDH|UDPGDH	UGDH|NA	UGDH	NA	NA	603370	NA	4	NA
HIP2	UBE2K	UBE2K	NA	NA	602846	NA	4	NA
PDS5A|KIAA0648|SCC112	PDS5A|PDS5A|NA	PDS5A	NA	NA	613200	NA	4	NA
LOC344967	NA	NA	NA	NA	611963	NA	4	?associated with nasopharyngeal carcinoma
ARHH|TTF	RHOH|RHOH	RHOH	NA	NA	602037	NA	4	NA
CHRNA9	CHRNA9	CHRNA9	NA	NA	605116	NA	4	NA
APBB2|FE65L1	APBB2|APBB2	APBB2	Alzheimer disease, late-onset	Autosomal dominant	602710	104300	4	NA
NRCLP2	NA	NA	Narcolepsy 2	None	605841	605841	4	max lod at D4S2987
UCHL1|PARK5|NDGOA	UCHL1|UCHL1|NA	UCHL1	?Neurodegeneration with optic atrophy, childhood onset	Autosomal recessive	191342	615491	4	mutation identified in 1 NDGOA family and 1 PARK5 family
UCHL1|PARK5|NDGOA	UCHL1|UCHL1|NA	UCHL1	?Parkinson disease 5, susceptibility to	None	191342	613643	4	mutation identified in 1 NDGOA family and 1 PARK5 family
PMX2B|NBPHOX|PHOX2B|NBLST2	PHOX2B|NA|PHOX2B|NA	PHOX2B	Neuroblastoma, susceptibility to, 2	None	603851	613013	4	NA
PMX2B|NBPHOX|PHOX2B|NBLST2	PHOX2B|NA|PHOX2B|NA	PHOX2B	Neuroblastoma with Hirschsprung disease	None	603851	613013	4	NA
PMX2B|NBPHOX|PHOX2B|NBLST2	PHOX2B|NA|PHOX2B|NA	PHOX2B	Central hypoventilation syndrome, congenital, with or without Hirschsprung disease	Autosomal dominant	603851	209880	4	NA
SLC30A9|C4orf1|HUEL	SLC30A9|SLC30A9|SLC30A9	SLC30A9	NA	NA	604604	NA	4	NA
GRXCR1	GRXCR1	GRXCR1	Deafness, autosomal recessive 25	Autosomal recessive	613283	613285	4	NA
GNPDA2|GNP2	GNPDA2|NA	GNPDA2	NA	NA	613222	NA	4	NA
GABRG1	GABRG1	GABRG1	NA	NA	137166	NA	4	NA
GABRA2	GABRA2	GABRA2	Alcohol dependence, susceptibility to	Multifactorial	137140	103780	4	NA
COX7B2	COX7B2	COX7B2	NA	NA	609811	NA	4	NA
GABRA4	GABRA4	GABRA4	NA	NA	137141	NA	4	cluster with GABRA2, B1, G1; ?involved in autism
GABRB1	GABRB1	GABRB1	NA	NA	137190	NA	4	NA
COMMD8	COMMD8	COMMD8	NA	NA	616656	NA	4	NA
CORIN|CRN|TMPRSS10|ATC2|PEE5	CORIN|CORIN,CRNKL1|CORIN|CORIN|NA	CORIN,CRNKL1	Preeclampsia/eclampsia 5	None	605236	614595	4	NA
CNGA1|CNCG1|RP49	CNGA1|CNGA1|CNGA1	CNGA1	Retinitis pigmentosa 49	None	123825	613756	4	NA
TXK|BTKL	TXK|TXK	TXK	NA	NA	600058	NA	4	NA
TEC	TEC	TEC	NA	NA	600583	NA	4	NA
SLAIN2|KIAA1458	SLAIN2|SLAIN2	SLAIN2	NA	NA	610492	NA	4	NA
ZAR1	ZAR1	ZAR1	NA	NA	607520	NA	4	NA
MHW2	NA	NA	Mental health wellness-2	None	603664	603664	4	at D4S397
PSORS3	PSORS3	PSORS3	Psoriasis susceptibility 3	None	601454	601454	4	NA
WM2	NA	NA	Macroglobulinemia, Waldenstrom, susceptibility to, 2	None	610430	610430	4	between D4S2910 and D4S1539
DFNA27	DFNA27	DFNA27	Deafness, autosomal dominant 27	Autosomal dominant	612431	612431	4	max lod at D4S398
DFNB55	DFNB55	DFNB55	Deafness, autosomal recessive 55	Autosomal recessive	609952	609952	4	max lod at D4S2638
MRT31	NA	NA	Mental retardation, autosomal recessive 31	Autosomal recessive	614329	614329	4	between rs11944876 and rs6551838
MYP9	MYP9	MYP9	Myopia 9	Multifactorial	609258	609258	4	NA
TAPVR1	TAPVR1	TAPVR1	Total anomalous pulmonary venous return	Autosomal dominant	106700	106700	4	between D4S1630 and D4S3019; ?mutation in KDR
DCUN1D4|KIAA0276	DCUN1D4|DCUN1D4	DCUN1D4	NA	NA	612977	NA	4	NA
SGCB|LGMD2E	SGCB|SGCB	SGCB	Muscular dystrophy, limb-girdle, type 2E	Autosomal recessive	600900	604286	4	NA
SPATA18|SPETEX1	SPATA18|NA	SPATA18	NA	NA	612814	NA	4	NA
USP46	USP46	USP46	NA	NA	612849	NA	4	NA
DANCR|ANCR|KIAA0114	DANCR|UBE3A,DANCR,ANCR|DANCR	ANCR,UBE3A,DANCR	NA	NA	614625	NA	4	NA
MIR4449	MIR4449	MIR4449	NA	NA	614627	NA	4	NA
SNORA26	SNORA26	SNORA26	NA	NA	614626	NA	4	NA
RASL11B	RASL11B	RASL11B	NA	NA	612404	NA	4	NA
FIP1L1	FIP1L1	FIP1L1	NA	NA	607686	NA	4	fused to PDGFRA in hypereosinophilic syndrome
LNX1|LNX|PDZRN2	LNX1|LNX1|LNX1	LNX1	NA	NA	609732	NA	4	NA
CHIC2|BTL	CHIC2|CHIC2	CHIC2	Leukemia, acute myeloid	Autosomal dominant	604332	601626	4	NA
GSX2|GSH2	GSX2|NA	GSX2	NA	NA	616253	NA	4	NA
PDGFRA	PDGFRA	PDGFRA	Gastrointestinal stromal tumor, somatic	None	173490	606764	4	same 700bp segment as KIT; fused to BCR or FIP1L1
PDGFRA	PDGFRA	PDGFRA	Hypereosinophilic syndrome, idiopathic, resistant to imatinib	Isolated cases; Somatic mutation	173490	607685	4	same 700bp segment as KIT; fused to BCR or FIP1L1
KIT|PBT	KIT|KIT	KIT	Piebaldism	Autosomal dominant	164920	172800	4	same 700bp segment as PDGFRA
KIT|PBT	KIT|KIT	KIT	Mast cell disease	Autosomal dominant	164920	154800	4	same 700bp segment as PDGFRA
KIT|PBT	KIT|KIT	KIT	Leukemia, acute myeloid	Autosomal dominant	164920	601626	4	same 700bp segment as PDGFRA
KIT|PBT	KIT|KIT	KIT	Germ cell tumors	Somatic mutation	164920	273300	4	same 700bp segment as PDGFRA
KIT|PBT	KIT|KIT	KIT	Gastrointestinal stromal tumor, familial	Autosomal dominant; Isolated cases	164920	606764	4	same 700bp segment as PDGFRA
KDR	KDR	KDR	Hemangioma, capillary infantile, susceptibility to	Autosomal dominant	191306	602089	4	?mutant in TAPVR1
KDR	KDR	KDR	Hemangioma, capillary infantile, somatic	None	191306	602089	4	?mutant in TAPVR1
SRD5A3|SRD5A2L|CDG1Q|KRIZI	SRD5A3|SRD5A3|NA|NA	SRD5A3	Congenital disorder of glycosylation, type Iq	Autosomal recessive	611715	612379	4	NA
SRD5A3|SRD5A2L|CDG1Q|KRIZI	SRD5A3|SRD5A3|NA|NA	SRD5A3	Kahrizi syndrome	Autosomal recessive	611715	612713	4	NA
TMEM165|FT27|CDG2K	TMEM165|NA|NA	TMEM165	Congenital disorder of glycosylation, type IIk	Autosomal recessive	614726	614727	4	NA
CLOCK	CLOCK	CLOCK	NA	NA	601851	NA	4	NA
PDCL2	PDCL2	PDCL2	NA	NA	611676	NA	4	NA
EXOC1|SEC3	EXOC1|EXOC1	EXOC1	NA	NA	607879	NA	4	NA
CEP135|KIAA0635|MCPH8	CEP135|CEP135|NA	CEP135	?Microcephaly 8, primary, autosomal recessive	Autosomal recessive	611423	614673	4	mutation identified in 1 MCPH8 family
AASDH|ACSF4	AASDH|AASDH	AASDH	NA	NA	614365	NA	4	NA
PPAT|GPAT	COASY,PPAT|PPAT	COASY,PPAT	NA	NA	172450	NA	4	NA
PAICS|AIRC	PAICS|PAICS	PAICS	NA	NA	172439	NA	4	bifunctional enzyme; ade-D; 625bp from PPAT
SRP72|BMFS1	SRP72|NA	SRP72	Bone marrow failure syndrome 1	Autosomal dominant	602122	614675	4	NA
ARL9	ARL9	ARL9	NA	NA	612405	NA	4	NA
HOPX|HOP	HOPX|HOPX,STIP1	STIP1,HOPX	NA	NA	607275	NA	4	NA
SPINK2	SPINK2	SPINK2	NA	NA	605753	NA	4	NA
REST|NRSF|WT6	REST|REST|NA	REST	Wilms tumor 6, susceptibility to	None	600571	616806	4	NA
NOA1|C4orf14	NOA1|NOA1	NOA1	NA	NA	614919	NA	4	NA
POL2RB	NA	NA	NA	NA	180661	NA	4	NA
IGFBP7|MAC25|RAMSVPS	IGFBP7|IGFBP7|NA	IGFBP7	Retinal arterial macroaneurysm with supravalvular pulmonic stenosis	Autosomal recessive	602867	614224	4	NA
AIS4|VAMAS5	NA|NA	NA	Autoimmune disease, susceptibility to, 4	None	609400	609400	4	between D4S392 and D4S3042
ADGRL3|LPHN3|CIRL3|CL3|LEC3|KIAA0768	NA|LPHN3|NA|NA|LPHN3|LPHN3	LPHN3	NA	NA	616417	NA	4	NA
EPHA5|TYRO4|HEK7	EPHA5|EPHA3,EPHA5|NA	EPHA5,EPHA3	NA	NA	600004	NA	4	NA
ETL3|FMTLE	NA|NA	NA	Epilepsy, familial temporal lobe, 3	Autosomal dominant	611630	611630	4	max lod at D4S1517
CENPC1|CENPC	CENPC|CENPC,CENPCP1	CENPC,CENPCP1	NA	NA	117141	NA	4	?pseudogene on chr.12
STAP1|BRDG1	STAP1,UXT|STAP1	STAP1,UXT	NA	NA	604298	NA	4	NA
GNRHR|LHRHR|HH7	GNRHR|GNRHR|NA	GNRHR	Hypogonadotropic hypogonadism 7 without anosmia	Autosomal recessive	138850	146110	4	placed at 4q12 or 4q13 by some
TMPRSS11A|ECRG1	TMPRSS11A|TMPRSS11A	TMPRSS11A	NA	NA	611704	NA	4	NA
GRINL1B	GCOM2	GCOM2	NA	NA	608311	NA	4	NA
SYT14L|SYTDEP|CHR415SYT	SYT16,SYT14P1|SYT14P1|SYT14P1	SYT16,SYT14P1	NA	NA	610892	NA	4	NA
TMPRSS11E|DESC1	TMPRSS11E|TMPRSS11E	TMPRSS11E	NA	NA	610399	NA	4	NA
UGT2B17|BMND12	UGT2B17|NA	UGT2B17	Bone mineral density QTL 12, osteoporosis	None	601903	612560	4	NA
UGT2B15|UGT2B8	UGT2B15|UGT2B15	UGT2B15	NA	NA	600069	NA	4	NA
UGT2B10	UGT2B10	UGT2B10	NA	NA	600070	NA	4	NA
UGT2A3	UGT2A3	UGT2A3	NA	NA	616382	NA	4	NA
UGT2B7|UGT2B9	UGT2B7|UGT2B7	UGT2B7	NA	NA	600068	NA	4	NA
UGT2B11	UGT2B4,UGT2B11	UGT2B4,UGT2B11	NA	NA	603064	NA	4	NA
UGT2B28	UGT2B28	UGT2B28	NA	NA	606497	NA	4	NA
UGT2B4|UGT2B11	UGT2B4|UGT2B4,UGT2B11	UGT2B4,UGT2B11	NA	NA	600067	NA	4	cluster in order B7--B4--B15 in 195kb
UGT2A1	UGT2A1	UGT2A1	NA	NA	604716	NA	4	NA
SULT1B1|ST1B2	SULT1B1|SULT1B1	SULT1B1	NA	NA	608436	NA	4	NA
STE|EST	SULT1E1|MAP3K8,SULT1E1	SULT1E1,MAP3K8	NA	NA	600043	NA	4	NA
CSN1	CSN1S1,GPS1	GPS1,CSN1S1	NA	NA	115450	NA	4	NA
CSN2	COPS2,CSN2	COPS2,CSN2	NA	NA	115460	NA	4	NA
STATH	STATH	STATH	NA	NA	184470	NA	4	NA
HTN3|HTN2|HIS2	HTN3|NA|HTN3	HTN3	NA	NA	142702	NA	4	NA
HTN1	HTN1	HTN1	NA	NA	142701	NA	4	3 genes in a 15kb segment
ODAM|APIN	ODAM|NA	ODAM	NA	NA	614843	NA	4	NA
CSN3|CNS10|CSNK	COPS3,CSN3|NA|NA	COPS3,CSN3	NA	NA	601695	NA	4	NA
SMR3B|SMR1B|PRL3|PBII	SMR3B|NA|PTP4A3,SMR3B|NA	SMR3B,PTP4A3	NA	NA	611593	NA	4	NA
PROL1|PRL1|BPLP	PROL1|PLRG1,PROL1|PROL1	PROL1,PLRG1	NA	NA	608936	NA	4	NA
MUC7	MUC7	MUC7	Asthma, protection against	Autosomal dominant	158375	600807	4	NA
AMTN	AMTN	AMTN	NA	NA	610912	NA	4	NA
AMBN|AI1F	AMBN|NA	AMBN	Amelogenesis imperfecta, type IF	Autosomal recessive	601259	616270	4	mutation identified in 1 AI1F family
ENAM|AIH2|AI1C	ENAM|ENAM|NA	ENAM	Amelogenesis imperfecta, type IC	Autosomal recessive	606585	204650	4	NA
ENAM|AIH2|AI1C	ENAM|ENAM|NA	ENAM	Amelogenesis imperfecta, type IB	Autosomal dominant	606585	104500	4	NA
IGJ	IGJ	IGJ	NA	NA	147790	NA	4	NA
UTP3|CRL1|CRLZ1	UTP3|IL27RA|UTP3	IL27RA,UTP3	NA	NA	611614	NA	4	NA
RUFY3|SINGAR1|RIPX	RUFY3|NA|NA	RUFY3	NA	NA	611194	NA	4	NA
GRSF1	GRSF1	GRSF1	NA	NA	604851	NA	4	NA
DCK	DCK	DCK	NA	NA	125450	NA	4	NA
SLC4A4|NBC1|KNBC	SLC4A4|SLC4A4|NA	SLC4A4	Renal tubular acidosis, proximal, with ocular abnormalities	Autosomal recessive	603345	604278	4	NA
GC|DBP	GC|DBP,GC,HSD17B4	DBP,HSD17B4,GC	NA	NA	139200	NA	4	4q13-q21.1 by in situ hybridization
GPR74|NPFF2|NPGPR	NPFFR2|NPFFR2|NPFFR2	NPFFR2	NA	NA	607449	NA	4	NA
ADAMTS3	ADAMTS3	ADAMTS3	NA	NA	605011	NA	4	NA
COX18	COX18	COX18	NA	NA	610428	NA	4	NA
ANKRD17|GTAR	ANKRD17|ANKRD17	ANKRD17	NA	NA	615929	NA	4	NA
ALB|ANALBA|FDAH	ALB,FBF1|NA|NA	ALB,FBF1	Dysalbuminemic hyperthyroxinemia	None	103600	615999	4	linked to GC
ALB|ANALBA|FDAH	ALB,FBF1|NA|NA	ALB,FBF1	Analbuminemia	None	103600	616000	4	linked to GC
AFP|HPAFP|AFPD	AFP|AFP|NA	AFP	Hereditary persistence of alpha-fetoprotein	Autosomal dominant	104150	615970	4	order: 5'-ALB-3'--5'-AFP-3'
AFP|HPAFP|AFPD	AFP|AFP|NA	AFP	Alpha-fetoprotein deficiency	Autosomal recessive	104150	615969	4	order: 5'-ALB-3'--5'-AFP-3'
AFM|ALBA|ALB2	AFM|AFM|AFM	AFM	NA	NA	104145	NA	4	10kb 3' of AFP
RASSF6	RASSF6	RASSF6	NA	NA	612620	NA	4	NA
IL8	CXCL8	CXCL8	NA	NA	146930	NA	4	NA
