phenotype	phenotypeInheritance	phenotypeMimNumber	chromosome	gene	geneMimNumber	comments
NA	NA	NA	5	DMXL1	605671	NA
NA	NA	NA	5	TNFAIP8,SCCS2	612111	NA
Perrault syndrome 1	Autosomal recessive	233400	5	HSD17B4,PRLTS1	601860	NA
D-bifunctional protein deficiency	Autosomal recessive	261515	5	HSD17B4,PRLTS1	601860	NA
NA	NA	NA	5	PRR16,LARGEN	615931	NA
NA	NA	NA	5	FTMT	608847	NA
NA	NA	NA	5	SRFBP1,P49	610479	NA
NA	NA	NA	5	LOX	153455	NA
NA	NA	NA	5	SNCAIP	603779	NA
NA	NA	NA	5	SNX2	605929	NA
NA	NA	NA	5	PPIC	123842	NA
Short-rib thoracic dysplasia 13 with or without polydactyly	Autosomal recessive	616300	5	CEP120,CCDC100,SRTD13	613446	NA
NA	NA	NA	5	CSNK1G3	604253	NA
Epilepsy, pyridoxine-dependent	Autosomal recessive	266100	5	ALDH7A1,ATQ1,EPD,PDE	107323	NA
NA	NA	NA	5	RNUXA,PHAX	604924	NA
Leukodystrophy, adult-onset, autosomal dominant	Autosomal dominant	169500	5	LMNB1,ADLD	150340	NA
NA	NA	NA	5	MARCH3	613333	NA
Myopathy, areflexia, respiratory distress, and dysphagia, early-onset, mild variant	Autosomal recessive	614399	5	MEGF10,KIAA1780,EMARDD	612453	NA
Myopathy, areflexia, respiratory distress, and dysphagia, early-onset	Autosomal recessive	614399	5	MEGF10,KIAA1780,EMARDD	612453	NA
NA	NA	NA	5	SLC12A2,NKCC1	600840	NA
Contractural arachnodactyly, congenital	Autosomal dominant	121050	5	FBN2,CCA,EOMD	612570	NA
Macular degeneration, early-onset	Autosomal dominant	616118	5	FBN2,CCA,EOMD	612570	NA
NA	NA	NA	5	ADAMTS19	607513	NA
NA	NA	NA	5	CHSY3,CSS3	609963	NA
Neuromyotonia and axonal neuropathy, autosomal recessive	Autosomal recessive	137200	5	HINT1,PRKCNH1,NMAN	601314	NA
?Mitochondrial complex III deficiency, nuclear type 8	Autosomal recessive	615838	5	LYRM7,MZM1L,MC3DN8	615831	mutation identified in 1 MC3DN8 patient
Autoimmune thyroid disease, susceptibility to, 2	None	608174	5	AITD2	608174	NA
Dermatitis, atopic, susceptibility to, 6	None	605845	5	ATOD6	605845	between D5S436 and D5S643
Celiac disease, susceptibility to, 2	None	609754	5	CELIAC2	609754	NA
Deafness, autosomal dominant 52	Autosomal dominant	607683	5	DFNA52,DFNA42	607683	max lod at D5S2017
Deafness, autosomal dominant 54	Autosomal dominant	615649	5	DFNA54	615649	between D5S1972 and D5S410
Eosinophilia, familial	Autosomal dominant	131400	5	EOS	131400	NA
Inflammatory bowel disease 5	None	606348	5	IBD5	606348	NA
Diabetes mellitus, insulin-dependent, 18	None	605598	5	IDDM18	605598	close to IL12B
?Allergy and asthma susceptibility	None	147061	5	IGES	147061	NA
NA	NA	NA	5	PCDHA@	604966	NA
NA	NA	NA	5	PCDHB@	604967	NA
NA	NA	NA	5	PCDHG	604968	NA
Paget disease of bone 4	Autosomal dominant	606263	5	PDB4	606263	NA
Malaria, intensity of infection	Autosomal recessive	248310	5	PFBI	248310	NA
Psoriasis susceptibility 11	None	612599	5	PSORS11	612599	associated with rs10045431
Restless legs syndrome 8	None	615197	5	RLS8	615197	NA
Schistosoma mansoni infection, susceptibility/resistance to	Autosomal dominant	181460	5	SM1	181460	NA
NA	NA	NA	5	WSPAR,lncTCF7	616333	NA
NA	NA	NA	5	RAPGEF6,RAGEF2,PDZGEF2	610499	NA
NA	NA	NA	5	FNIP1,KIAA1961	610594	NA
NA	NA	NA	5	MEIKIN	616232	NA
Myelogenous leukemia, acute	None	NA	5	ACSL6,FACL6,ACS2	604443	NA
Myelodysplastic syndrome	None	NA	5	ACSL6,FACL6,ACS2	604443	NA
NA	NA	NA	5	IL3	147740	9kb from CSF2; order: cen-5'IL3-5'CF2-qter
NA	NA	NA	5	CSF2,GMCSF	138960	order: cen-CSF2-CSF1-FMS-qter
NA	NA	NA	5	P4HA2	600608	NA
Osteoporosis, susceptibility to	Autosomal dominant	166710	5	RIL	603422	NA
Rheumatoid arthritis, susceptibility to	None	180300	5	SLC22A4,OCTN1	604190	NA
Carnitine deficiency, systemic primary	Autosomal recessive	212140	5	SLC22A5,OCTN2,CDSP,SCD	603377	NA
Gastric cancer, somatic	None	613659	5	IRF1,MAR	147575	NA
Nonsmall cell lung cancer, somatic	None	211980	5	IRF1,MAR	147575	NA
Myelogenous leukemia, acute	None	NA	5	IRF1,MAR	147575	NA
Myelodysplastic syndrome, preleukemic	None	NA	5	IRF1,MAR	147575	NA
NA	NA	NA	5	IL5	147850	< 310kb from IL4
Nijmegen breakage syndrome-like disorder	None	613078	5	RAD50,NBSLD	604040	NA
Asthma, susceptibility to	Autosomal dominant	600807	5	IL13,ALRH,BHR1	147683	NA
Allergic rhinitis, susceptibility to	None	607154	5	IL13,ALRH,BHR1	147683	NA
NA	NA	NA	5	IL4	147780	NA
NA	NA	NA	5	KIF3A	604683	NA
NA	NA	NA	5	SEPT8,KIAA0202	608418	NA
NA	NA	NA	5	SHROOM1,APXL2,KIAA1960	611179	NA
NA	NA	NA	5	GDF9	601918	NA
Mitochondrial complex III deficiency, nuclear type 4	Autosomal recessive	615159	5	UQCRQ,QPC,MC3DN4	612080	NA
NA	NA	NA	5	LEAP2	611373	NA
CHOPS syndrome	Autosomal dominant	616368	5	AFF4,AF5Q31,CHOPS	604417	NA
NA	NA	NA	5	HSPA4	601113	NA
NA	NA	NA	5	VDAC1	604492	NA
NA	NA	NA	5	TCF7	189908	originally called TCF-1
NA	NA	NA	5	SKP1,SKP1A,TCEB1L,OCP2	601434	pseudogene on chr.7
NA	NA	NA	5	PPP2CA	176915	NA
NA	NA	NA	5	CDKL3,NKIAMRE	608459	NA
?Male infertility	None	NA	5	UBE2B,RAD6B	179095	NA
NA	NA	NA	5	PHF15,JADE2,KIAA0239	610515	NA
Chylomicron retention disease	Autosomal recessive	246700	5	SAR1B,CMRD,SARA2,ANDD	607690	NA
NA	NA	NA	5	SEC24A	607183	NA
NA	NA	NA	5	CAMLG	601118	NA
NA	NA	NA	5	PCBD2,DCOH2,DCOHM	609836	NA
NA	NA	NA	5	CATSPER3,CACRC	609120	NA
Liebenberg syndrome	Autosomal dominant	186550	5	PITX1,PTX1,BFT,POTX,CCF,LBNBG	602149	NA
Clubfoot, congenital, with or without deficiency of long bones and/or mirror-image polydactyly	Autosomal dominant	119800	5	PITX1,PTX1,BFT,POTX,CCF,LBNBG	602149	NA
NA	NA	NA	5	H2AFY,MH2A1	610054	NA
NA	NA	NA	5	C5orf20,DCNP1	609710	NA
NA	NA	NA	5	TIFAB	612663	NA
NA	NA	NA	5	NEUROG1,NEUROD3	601726	NA
NA	NA	NA	5	CXCL14,SCYB14,BRAK	604186	NA
NA	NA	NA	5	SLC25A48	616150	NA
NA	NA	NA	5	IL9	146931	NA
NA	NA	NA	5	FBXL21,FBL21,FBXL3B,FBL3B	609087	NA
NA	NA	NA	5	LECT2	602882	NA
Corneal dystrophy, epithelial basement membrane	Autosomal dominant	121820	5	TGFBI,CSD2,CDGG1,CSD,BIGH3,CDG2,EBMD	601692	NA
Corneal dystrophy, Thiel-Behnke type	Autosomal dominant	602082	5	TGFBI,CSD2,CDGG1,CSD,BIGH3,CDG2,EBMD	601692	NA
Corneal dystrophy, Avellino type	Autosomal dominant	607541	5	TGFBI,CSD2,CDGG1,CSD,BIGH3,CDG2,EBMD	601692	NA
Corneal dystrophy, Reis-Bucklers type	None	608470	5	TGFBI,CSD2,CDGG1,CSD,BIGH3,CDG2,EBMD	601692	NA
Corneal dystrophy, lattice type IIIA	Autosomal dominant	608471	5	TGFBI,CSD2,CDGG1,CSD,BIGH3,CDG2,EBMD	601692	NA
Corneal dystrophy, lattice type I	Autosomal dominant	122200	5	TGFBI,CSD2,CDGG1,CSD,BIGH3,CDG2,EBMD	601692	NA
Corneal dystrophy, Groenouw type I	Autosomal dominant	121900	5	TGFBI,CSD2,CDGG1,CSD,BIGH3,CDG2,EBMD	601692	NA
NA	NA	NA	5	VTRNA2-1,NC886,CBL3,VTRNA2	614938	NA
NA	NA	NA	5	MADH5,SMAD5	603110	NA
NA	NA	NA	5	SPOCK	602264	previously mapped to chr.21
Pseudohypoaldosteronism, type IID	Autosomal recessive; Autosomal dominant	614495	5	KLHL3,PHA2D	605775	NA
NA	NA	NA	5	HNRPA0	609409	NA
NA	NA	NA	5	NPY6R,PP2	601770	?nonfunctional pseudogene
Myopathy, spheroid body	Autosomal dominant	182920	5	MYOT,TTOD,MFM3	604103	NA
Myopathy, myofibrillar, 3	Autosomal dominant	609200	5	MYOT,TTOD,MFM3	604103	NA
Muscular dystrophy, limb-girdle, type 1A	Autosomal dominant	159000	5	MYOT,TTOD,MFM3	604103	NA
NA	NA	NA	5	PKD2L2	604669	NA
NA	NA	NA	5	WNT8A	606360	NA
NA	NA	NA	5	NME5,NM23H5	603575	NA
NA	NA	NA	5	KIF20A,RAB6KIFL	605664	NA
NA	NA	NA	5	CDC23,APC8	603462	NA
NA	NA	NA	5	GFRA3	605710	NA
NA	NA	NA	5	CDC25C	157680	NA
NA	NA	NA	5	KDM3B,C5orf7,KIAA1082,JMJD1B	609373	NA
?Spastic paraplegia 72, autosomal recessive	Autosomal recessive; Autosomal dominant	615625	5	REEP2,C5orf19,SPG72	609347	mutation identified in 1 family each SPG72 AR and AD
?Spastic paraplegia 72, autosomal dominant	Autosomal recessive; Autosomal dominant	615625	5	REEP2,C5orf19,SPG72	609347	mutation identified in 1 family each SPG72 AR and AD
NA	NA	NA	5	EGR1	128990	NA
NA	NA	NA	5	ETF1,RF1,ERF1	600285	NA
NA	NA	NA	5	HSPA9,HSPA9B,MOT2,GRP75	600548	NA
NA	NA	NA	5	CTNNA1	116805	NA
NA	NA	NA	5	LRRTM2,KIAA0416	610868	NA
Marinesco-Sjogren syndrome	Autosomal recessive	248800	5	SIL1,BAP,MSS	608005	NA
Amyotrophic lateral sclerosis 21	Autosomal dominant	606070	5	MATR3,MPD2,ALS21	164015	NA
NA	NA	NA	5	PAIP2,PAIP2A	605604	NA
NA	NA	NA	5	SLC23A1,SVCT1	603790	opposite orientation to MATR3
NA	NA	NA	5	MZB1,PACAP,MGC29506	609447	NA
NA	NA	NA	5	ECSCR,ECSM2,ARIA	615736	NA
STING-associated vasculopathy, infantile-onset	Autosomal dominant	615934	5	TMEM173,STING,MPYS,SAVI	612374	NA
NA	NA	NA	5	UBE2D2,UBCH5B,UBC4	602962	NA
NA	NA	NA	5	CXXC5	612752	NA
NA	NA	NA	5	NRG2	603818	NA
Telangiectasia, hereditary hemorrhagic, type 3	None	601101	5	HHT3,ORW3	601101	NA
Mental retardation, autosomal dominant 31	Autosomal dominant	616158	5	PURA,PUR1,MRD31	600473	NA
NA	NA	NA	5	PFDN1	604897	NA
Diphtheria, susceptibility to	None	NA	5	HBEGF,DTR,DTSF,HEGFL	126150	NA
NA	NA	NA	5	ANKHD1,MASK,KIAA1085,VBARP	610500	NA
NA	NA	NA	5	SRA1	603819	NA
NA	NA	NA	5	APBB3,FE65L2	602711	NA
NA	NA	NA	5	CD14	158120	NA
Leigh syndrome due to mitochondrial complex I deficiency	Autosomal recessive; Mitochondrial	256000	5	NDUFA2	602137	NA
NA	NA	NA	5	IK,RED	600549	NA
NA	NA	NA	5	DND1	609385	NA
Usher syndrome type 3B	Autosomal recessive	614504	5	HARS,USH3B,CMT2W	142810	NA
Charcot-Marie-Tooth disease, axonal, type 2W	Autosomal dominant	616625	5	HARS,USH3B,CMT2W	142810	NA
?Perrault syndrome 2	Autosomal recessive	614926	5	HARS2,HARSL,HARSR,HO3,PRLTS2	600783	mutation identified in 1 PRLTS2 family
NA	NA	NA	5	VTRNA1-1,HVG1,VAULTRC1	612695	NA
NA	NA	NA	5	VTRNA1-2,HVG2,VAULTRC2	612696	NA
NA	NA	NA	5	VTRNA1-3,HVG3,VAULTRC3	612697	NA
NA	NA	NA	5	PCDHA1	606307	NA
NA	NA	NA	5	PCDHA2	606308	NA
NA	NA	NA	5	PCDHA3	606309	NA
NA	NA	NA	5	PCDHA4	606310	NA
NA	NA	NA	5	PCDHA5	606311	NA
NA	NA	NA	5	PCDHA6	606312	NA
NA	NA	NA	5	PCDHA7	606313	NA
NA	NA	NA	5	PCDHA8	606314	NA
NA	NA	NA	5	PCDHA9	606315	NA
NA	NA	NA	5	PCDHA10	606316	NA
NA	NA	NA	5	PCDHA11	606317	NA
NA	NA	NA	5	PCDHA12	606318	NA
NA	NA	NA	5	PCDHA13	606319	NA
NA	NA	NA	5	PCDHAC1	606320	NA
NA	NA	NA	5	PCDHAC2	606321	NA
NA	NA	NA	5	PCDHB1	606327	NA
NA	NA	NA	5	PCDHB2	606328	NA
NA	NA	NA	5	PCDHB3	606329	NA
NA	NA	NA	5	PCDHB4	606330	NA
NA	NA	NA	5	PCDHB5	606331	NA
NA	NA	NA	5	PCDHB6	606332	NA
NA	NA	NA	5	PCDHB7	606333	NA
NA	NA	NA	5	PCDHB8	606334	NA
NA	NA	NA	5	PCDHB16	606345	NA
NA	NA	NA	5	PCDHB9	606335	NA
NA	NA	NA	5	PCHB10	606336	NA
NA	NA	NA	5	PCDHB11	606337	NA
NA	NA	NA	5	PCDHB12	606338	NA
NA	NA	NA	5	PCDHB13	606339	NA
NA	NA	NA	5	PCDHB14	606340	NA
NA	NA	NA	5	PCDHB15	606341	NA
NA	NA	NA	5	SLC25A2,ORNT2	608157	NA
NA	NA	NA	5	TAF7,TAF2F,TAFII55	600573	NA
NA	NA	NA	5	PCDHGA1	606288	NA
NA	NA	NA	5	PCDHGA2	606289	NA
NA	NA	NA	5	PCDHGA3	606290	NA
NA	NA	NA	5	PCDHGB1	606299	NA
NA	NA	NA	5	PCDHGA4	606291	NA
NA	NA	NA	5	PCDHGB2	606300	NA
NA	NA	NA	5	PCDHGA5	606292	NA
NA	NA	NA	5	PCDHGB3	606301	NA
NA	NA	NA	5	PCDHGA6	606293	NA
NA	NA	NA	5	PCDHGA7	606294	NA
NA	NA	NA	5	PCDHGB4	603058	NA
NA	NA	NA	5	PCDHGA8	606295	NA
NA	NA	NA	5	PCDHGB5	606302	NA
NA	NA	NA	5	PCDHGA9	606296	NA
NA	NA	NA	5	PCDHGB6	606303	NA
NA	NA	NA	5	PCDHGA10	606297	NA
NA	NA	NA	5	PCDHGB7	606304	NA
NA	NA	NA	5	PCDHGA11	606298	NA
NA	NA	NA	5	PCDHGA12	603059	NA
NA	NA	NA	5	PCDHGC3	603627	NA
NA	NA	NA	5	PCDHGC4	606305	NA
NA	NA	NA	5	PCDHGC5	606306	NA
Seizures, cortical blindness, microcephaly syndrome	Autosomal recessive	616632	5	DIAPH1,DFNA1,LFHL1,SCBMS	602121	NA
Deafness, autosomal dominant 1	Autosomal dominant	124900	5	DIAPH1,DFNA1,LFHL1,SCBMS	602121	NA
NA	NA	NA	5	HDAC3	605166	NA
NA	NA	NA	5	RELL2	611213	NA
NA	NA	NA	5	CENTD3,ARAP3	606647	NA
NA	NA	NA	5	PCDH1,PC42	603626	NA
NA	NA	NA	5	KIAA0141,DELE	615741	NA
NA	NA	NA	5	PCDH12,VECAD2	605622	NA
NA	NA	NA	5	RNF14,ARA54	605675	NA
NA	NA	NA	5	GNPDA1,GNP1,GNPI,KIAA0060	601798	NA
NA	NA	NA	5	NDFIP1,N4WBP5	612050	NA
Hypogonadotropic hypogonadism 17 with or without anosmia	Autosomal dominant	615266	5	SPRY4,HH17	607984	NA
NA	NA	NA	5	FGF1,FGFA	131220	NA
Leukemia, juvenile myelomonocytic, somatic	None	607785	5	ARHGAP26,GRAF	605370	NA
Glucocorticoid resistance	Autosomal dominant	615962	5	NR3C1,GCR,GRL,GCRST	138040	NA
NA	NA	NA	5	HLA-HB1	609961	NA
NA	NA	NA	5	YIPF5,SMAP5,YIP1A	611483	NA
NA	NA	NA	5	KCTD16,KIAA1317	613423	NA
?Deafness, autosomal recessive 101	Autosomal recessive	615837	5	GRXCR2,DFNB101	615762	mutation identified in 1 DFNB101 family
NA	NA	NA	5	SH3RF2,HEPP1	613377	NA
?Infantile liver failure syndrome 1	Autosomal recessive	615438	5	LARS,LFIS,ILFS1	151350	mutation identified in 1 family
Deafness, autosomal dominant 15	Autosomal dominant	602459	5	POU4F3,BRN3C	602460	NA
NA	NA	NA	5	TCERG1,TAF2S,CA150	605409	NA
Spinocerebellar ataxia 12	Autosomal dominant	604326	5	PPP2R2B	604325	NA
NA	NA	NA	5	DPYSL3,ULIP,DRP3	601168	NA
NA	NA	NA	5	JAKMIP2,JAMIP2,NECC1,KIAA0555	611197	NA
Pancreatitis, hereditary	Autosomal dominant	167800	5	SPINK1,PSTI,PCTT,TATI,TCP	167790	NA
Fibrocalculous pancreatic diabetes, susceptibility to	Autosomal recessive; Autosomal dominant	608189	5	SPINK1,PSTI,PCTT,TATI,TCP	167790	NA
Tropical calcific pancreatitis	Autosomal recessive; Autosomal dominant	608189	5	SPINK1,PSTI,PCTT,TATI,TCP	167790	NA
Asthma, susceptibility to	Autosomal dominant	600807	5	SCGB3A2,UGRP1	606531	NA
Netherton syndrome	Autosomal recessive	256500	5	SPINK5,LEKTI	605010	NA
Atopy	Autosomal dominant	147050	5	SPINK5,LEKTI	605010	NA
NA	NA	NA	5	SPINK6	615868	NA
NA	NA	NA	5	SPINK13	615205	NA
NA	NA	NA	5	SPINK9,LEKTI2	613511	NA
Neuronopathy, distal hereditary motor, type IID	Autosomal dominant	615575	5	FBXO38,FBX38,MOKA,HMN2D	608533	NA
NA	NA	NA	5	HTR4	602164	NA
Obesity, susceptibility to	Multifactorial; Autosomal recessive; Autosomal dominant	601665	5	ADRB2	109690	NA
Asthma, nocturnal, susceptibility to	Autosomal dominant	600807	5	ADRB2	109690	NA
Beta-2-adrenoreceptor agonist, reduced response to	None	NA	5	ADRB2	109690	NA
Mononeuropathy of the median nerve, mild	Autosomal dominant	613353	5	SH3TC2,KIAA1985,MNMN	608206	NA
Charcot-Marie-Tooth disease, type 4C	Autosomal recessive	601596	5	SH3TC2,KIAA1985,MNMN	608206	NA
NA	NA	NA	5	AFAP1L1	614410	NA
NA	NA	NA	5	IL17B	604627	NA
NA	NA	NA	5	MIR143,MIRN143	612117	NA
NA	NA	NA	5	MIR145,MIRN145	611795	NA
NA	NA	NA	5	CSNK1A1	600505	previously assigned to 13q13
Obesity, variation in	Multifactorial; Autosomal recessive; Autosomal dominant	601665	5	PPARGC1B,PGC1B,PERC	608886	NA
NA	NA	NA	5	MIR378,MIRN378	611957	NA
Retinitis pigmentosa 43	None	613810	5	PDE6A,PDEA,RP43	180071	NA
Atelosteogenesis II	Autosomal recessive	256050	5	SLC26A2,DTD,DTDST,D5S1708,EDM4	606718	distal to APC
Achondrogenesis Ib	Autosomal recessive	600972	5	SLC26A2,DTD,DTDST,D5S1708,EDM4	606718	distal to APC
Epiphyseal dysplasia, multiple, 4	Autosomal recessive	226900	5	SLC26A2,DTD,DTDST,D5S1708,EDM4	606718	distal to APC
Diastrophic dysplasia, broad bone-platyspondylic variant	Autosomal recessive	222600	5	SLC26A2,DTD,DTDST,D5S1708,EDM4	606718	distal to APC
Diastrophic dysplasia	Autosomal recessive	222600	5	SLC26A2,DTD,DTDST,D5S1708,EDM4	606718	distal to APC
De la Chapelle dysplasia	Autosomal recessive	256050	5	SLC26A2,DTD,DTDST,D5S1708,EDM4	606718	distal to APC
NA	NA	NA	5	RPS20B	180464	?pseudogene
Leukoencephalopathy, diffuse hereditary, with spheroids	Autosomal dominant	221820	5	CSF1R,FMS,HDLS	164770	FMS2 is 5' end
Myofibromatosis, infantile, 1	Autosomal dominant	228550	5	PDGFRB,PDGFR,IBGC4,IMF1,PENTT,KOGS	173410	fusion gene with ETV6, HIP1, RABPT5, or H4 in chronic myeloproliferative disorders
Myeloproliferative disorder with eosinophilia	Autosomal dominant	131440	5	PDGFRB,PDGFR,IBGC4,IMF1,PENTT,KOGS	173410	fusion gene with ETV6, HIP1, RABPT5, or H4 in chronic myeloproliferative disorders
Kosaki overgrowth syndrome	Autosomal dominant	616592	5	PDGFRB,PDGFR,IBGC4,IMF1,PENTT,KOGS	173410	fusion gene with ETV6, HIP1, RABPT5, or H4 in chronic myeloproliferative disorders
Basal ganglia calcification, idiopathic, 4	Autosomal dominant	615007	5	PDGFRB,PDGFR,IBGC4,IMF1,PENTT,KOGS	173410	fusion gene with ETV6, HIP1, RABPT5, or H4 in chronic myeloproliferative disorders
Premature aging syndrome, Penttinen type	Autosomal dominant	601812	5	PDGFRB,PDGFR,IBGC4,IMF1,PENTT,KOGS	173410	fusion gene with ETV6, HIP1, RABPT5, or H4 in chronic myeloproliferative disorders
NA	NA	NA	5	CDX1	600746	100kb distal to CSF1R
NA	NA	NA	5	SLC6A7,PROT	606205	NA
NA	NA	NA	5	CAMK2A,KIAA0968,CAMKA	114078	NA
NA	NA	NA	5	ARSI	610009	NA
Treacher Collins syndrome 1	Autosomal dominant	154500	5	TCOF1,MFD1,TCS1	606847	prox. to SPARC
Corneal dystrophy, Fuchs endothelial, 5	None	613269	5	FECD5,FCD3	613269	flanked by D5S470 and D5S2108
NA	NA	NA	5	CD74,DHLAG	142790	NA
Macrocytic anemia, refractory, due to 5q deletion, somatic	None	153550	5	RPS14,EMTB	130620	NA
Mental retardation, autosomal recessive 46	Autosomal recessive	616116	5	NDST1,HSST,MRT46	600853	NA
NA	NA	NA	5	SYNPO	608155	NA
NA	NA	NA	5	MYOZ3,FRP3	610735	NA
NA	NA	NA	5	RBM22	612430	NA
NA	NA	NA	5	DCTN4,P62,DYN4	614758	NA
NA	NA	NA	5	SMIM3,NID67	608324	NA
Mycobacterium tuberculosis, protection against	None	607948	5	IRGM,LRG47,IFI1,IBD19	608212	NA
Inflammatory bowel disease 19	None	612278	5	IRGM,LRG47,IFI1,IBD19	608212	NA
NA	NA	NA	5	ZNF300	612429	NA
NA	NA	NA	5	GPX3	138321	NA
NA	NA	NA	5	TNIP1,NAF1,KIAA0113	607714	NA
NA	NA	NA	5	ANXA6,CBP68	114070	NA
GM2-gangliosidosis, AB variant	Autosomal recessive	272750	5	GM2A	613109	pseudogene on chr.3
Iminoglycinuria, digenic	Autosomal recessive	242600	5	SLC36A2,PAT2	608331	NA
Hyperglycinuria	Autosomal dominant	138500	5	SLC36A2,PAT2	608331	NA
NA	NA	NA	5	SLC36A1,LYAAT1,PAT1	606561	NA
NA	NA	NA	5	FAT2,MEGF1	604269	NA
Osteogenesis imperfecta, type XVII	Autosomal recessive	616507	5	SPARC,ON,OI17	182120	NA
NA	NA	NA	5	ATOX1,HAH1	602270	NA
NA	NA	NA	5	G3BP1,G3BP	608431	NA
Hyperekplexia, hereditary 1, autosomal dominant or recessive	Autosomal recessive; Autosomal dominant	149400	5	GLRA1,STHE,HKPX1	138491	NA
NA	NA	NA	5	NMUR2,NMU2R,FM4	605108	NA
NA	NA	NA	5	GRIA1,GLUR1	138248	NA
NA	NA	NA	5	MFAP3	600491	NA
NA	NA	NA	5	GALNT10,GalNAcT10	608043	NA
NA	NA	NA	5	SAP30L	610398	NA
NA	NA	NA	5	LARP1,LARP,KIAA0731	612059	incorrectly mapped to chromosome 10
NA	NA	NA	5	CNOT8,CALIF,POP2	603731	NA
NA	NA	NA	5	GEMIN5	607005	NA
NA	NA	NA	5	MRPL22	611835	NA
NA	NA	NA	5	KIF4B	609184	NA
Cardiomyopathy, dilated, 1L	None	606685	5	SGCD,SGD,LGMD2F,CMD1L	601411	mutant in Syrian hamster cardiomyopathy
Muscular dystrophy, limb-girdle, type 2F	None	601287	5	SGCD,SGD,LGMD2F,CMD1L	601411	mutant in Syrian hamster cardiomyopathy
NA	NA	NA	5	TIMED4,TIM4,SMUCKLER	610096	NA
Atopy, resistance to	Autosomal dominant	147050	5	HAVCR1,HAVCR	606518	NA
NA	NA	NA	5	TIM3	606652	NA
NA	NA	NA	5	MED7,CRSP9,CRSP33	605045	NA
Lymphoproliferative syndrome 1	Autosomal recessive	613011	5	ITK,EMT,LPFS1	186973	NA
NA	NA	NA	5	CYFIP2	606323	NA
Ichthyosis, congenital, autosomal recessive 6	Autosomal recessive	612281	5	NIPAL4,ICHYN,ARCI6	609383	NA
NA	NA	NA	5	ADAM19,MLTNB	603640	NA
NA	NA	NA	5	CLINT1,EPN4,EPNR,KIAA0171	607265	NA
NA	NA	NA	5	EBF,OLF1	164343	NA
NA	NA	NA	5	UBLCP1	609867	NA
Immunodeficiency 29, mycobacteriosis	None	614890	5	IL12B,NKSF2,IMD29	161561	between GLR1 and GABRA1
NA	NA	NA	5	ADRA1B	104220	NA
NA	NA	NA	5	TTC1,TPR1	601963	NA
NA	NA	NA	5	FABP6,ILLBP	600422	NA
NA	NA	NA	5	C5orf54,ZBED8,BUSTER3	615253	NA
NA	NA	NA	5	PTTG1,EAP1,TUTR1	604147	NA
NA	NA	NA	5	MIR146A,MIRN146A	610566	NA
Diabetes mellitus, noninsulin-dependent	Autosomal dominant	125853	5	NIDDM4	608036	NA
NA	NA	NA	5	GABRB2	600232	NA
NA	NA	NA	5	GABRA6	137143	NA
Epilepsy, juvenile myoclonic, susceptibility to, 5	None	611136	5	GABRA1,EJM5,ECA4,EIEE19	137160	in same 200kb as GABRG2
Epilepsy, childhood absence, susceptibility to, 4	None	611136	5	GABRA1,EJM5,ECA4,EIEE19	137160	in same 200kb as GABRG2
Epileptic encephalopathy, early infantile, 19	Autosomal dominant	615744	5	GABRA1,EJM5,ECA4,EIEE19	137160	in same 200kb as GABRG2
Epilepsy, generalized, with febrile seizures plus, type 3	Autosomal dominant	611277	5	GABRG2,GEFSP3,CAE2,ECA2	137164	in alpha/beta/gamma cluster
Epilepsy, childhood absence, susceptibility to, 2	Autosomal dominant	607681	5	GABRG2,GEFSP3,CAE2,ECA2	137164	in alpha/beta/gamma cluster
Febrile seizures, familial, 8	Autosomal dominant	611277	5	GABRG2,GEFSP3,CAE2,ECA2	137164	in alpha/beta/gamma cluster
NA	NA	NA	5	CCNG1	601578	NA
Breast cancer, susceptibility to	Autosomal dominant	114480	5	HMMR	600936	NA
NA	NA	NA	5	TENM2,ODZ2,TNM2,KIAA1127	610119	NA
Memory, enhanced, QTL	None	615602	5	WWC1,KIBRA,KIAA0869,MEMRYQTL	610533	NA
Leukodystrophy, hypomyelinating, 9	Autosomal recessive	616140	5	RARS,HLD9	107820	NA
NA	NA	NA	5	PANK3	606161	NA
NA	NA	NA	5	MIR103-1,MIRN103-1	613187	NA
NA	NA	NA	5	SLIT3,SLIL2,MEGF5	603745	NA
Arthrogryposis multiplex congenita, neurogenic	Autosomal recessive	208100	5	AMCN,AMCN1	208100	NA
NA	NA	NA	5	CHR	118840	NA
NA	NA	NA	5	SPDL1,CCDC99,SPINDLY	616401	NA
Immunodeficiency 40	Autosomal recessive	616433	5	DOCK2,IMD40	603122	NA
Enlarged vestibular aqueduct	Autosomal recessive	600791	5	FOXI1,FKHL10,FREAC6	601093	some patients have digenic mutations with SLC26A4
NA	NA	NA	5	LCP2,SLP76	601603	NA
Hypertension, diastolic, resistance to	Autosomal dominant	608622	5	KCNMB1	603951	NA
NA	NA	NA	5	GABRP	602729	NA
NA	NA	NA	5	RANBP17	606141	NA
NA	NA	NA	5	USP12,UBH1	603091	NA
NA	NA	NA	5	TLX3,HOX11L2,RNX	604640	activated in T-cell ALL
Leukemia, acute myeloid, somatic	None	601626	5	NPM1	164040	fused with RARA in APL
NA	NA	NA	5	FGF18	603726	NA
NA	NA	NA	5	FBXW11,FBXW1B,BTRC2,BTRCP2	605651	NA
NA	NA	NA	5	STK10,LOK	603919	NA
