phenotype	phenotypeInheritance	phenotypeMimNumber	chromosome	gene	geneMimNumber	comments
Mucopolysaccharidosis Is	Autosomal recessive	607016	4	IDUA,IDA	252800	NA
Mucopolysaccharidosis Ih/s	Autosomal recessive	607015	4	IDUA,IDA	252800	NA
Mucopolysaccharidosis Ih	Autosomal recessive	607014	4	IDUA,IDA	252800	NA
NA	NA	NA	4	FGFRL1	605830	NA
Recombination rate QTL 1	None	612042	4	ZHP3,RNF212	612041	NA
NA	NA	NA	4	SPON2	605918	NA
NA	NA	NA	4	CTBP1	602618	NA
NA	NA	NA	4	MAEA	606801	NA
UV-sensitive syndrome 3	Autosomal recessive	614640	4	UVSSA,UVSS3	614632	NA
NA	NA	NA	4	FLJ3443,CRIPAK	610203	NA
NA	NA	NA	4	SLBP,AZU1	602422	NA
NA	NA	NA	4	TMEM129	615975	NA
NA	NA	NA	4	TACC3	605303	NA
Muenke syndrome	Autosomal dominant	602849	4	FGFR3	134934	NA
Thanatophoric dysplasia, type II	Autosomal dominant	187601	4	FGFR3	134934	NA
CATSHL syndrome	Autosomal recessive; Autosomal dominant	610474	4	FGFR3	134934	NA
LADD syndrome	Autosomal dominant	149730	4	FGFR3	134934	NA
Thanatophoric dysplasia, type I	Autosomal dominant	187600	4	FGFR3	134934	NA
Bladder cancer, somatic	None	109800	4	FGFR3	134934	NA
Hypochondroplasia	Autosomal dominant	146000	4	FGFR3	134934	NA
Spermatocytic seminoma, somatic	None	273300	4	FGFR3	134934	NA
Achondroplasia	Autosomal dominant	100800	4	FGFR3	134934	NA
Crouzon syndrome with acanthosis nigricans	Autosomal dominant	612247	4	FGFR3	134934	NA
SADDAN	Autosomal dominant	616482	4	FGFR3	134934	NA
Colorectal cancer, somatic	None	114500	4	FGFR3	134934	NA
Nevus, epidermal, somatic	None	162900	4	FGFR3	134934	NA
Cervical cancer, somatic	None	603956	4	FGFR3	134934	NA
NA	NA	NA	4	LETM1	604407	NA
NA	NA	NA	4	WHSC1	602952	NA
NA	NA	NA	4	NELFA	606026	NA
NA	NA	NA	4	C4orf48	614690	NA
?N-acetylaspartate deficiency	None	614063	4	NACED,NAT8L,CML3	610647	mutation identified in 1 family
NA	NA	NA	4	POLN	610887	NA
NA	NA	NA	4	DGT3,HAUS3	613430	NA
NA	NA	NA	4	ZFYVE28,LST2	614176	NA
NA	NA	NA	4	RNF4	602850	NA
NA	NA	NA	4	TNIP2,ABIN2	610669	NA
Cherubism	Autosomal dominant	118400	4	CRPM,SH3BP2	602104	NA
Hypertension, essential, salt-sensitive	Multifactorial	145500	4	ADD1	102680	NA
NA	NA	NA	4	SERINC5,MFSD10	610977	NA
NA	NA	NA	4	NOP14,RES425	611526	NA
NA	NA	NA	4	GRK4	137026	NA
Huntington disease	Autosomal dominant	143100	4	HTT,SLC6A4	613004	distal to D4S10
NA	NA	NA	4	RGS12	602512	NA
NA	NA	NA	4	HGFAC	604552	NA
Myasthenic syndrome, congenital, 10	Autosomal recessive	254300	4	CMS10,DOK7	610285	mutation identified in 1 FADS family
?Fetal akinesia deformation sequence	Autosomal recessive	208150	4	CMS10,DOK7	610285	mutation identified in 1 FADS family
Myopia 23, autosomal recessive	Autosomal recessive	615431	4	LRPAP1,MYP23	104225	NA
Congestive heart failure and beta-blocker response, modifier of	None	NA	4	ADRA2C	104250	linked to D4S10
NA	NA	NA	4	OTOP1	607806	NA
NA	NA	NA	4	ZBTB49	616238	NA
NA	NA	NA	4	D4S234,D4S234E	607645	NA
Tooth agenesis, selective, 1, with or without orofacial cleft	Autosomal dominant	106600	4	MSX1,ECTD3,STHAG1	142983	NA
Orofacial cleft 5	None	608874	4	MSX1,ECTD3,STHAG1	142983	NA
Ectodermal dysplasia 3, Witkop type	Autosomal dominant	189500	4	MSX1,ECTD3,STHAG1	142983	NA
NA	NA	NA	4	CYTL1	607930	NA
Weyers acrofacial dysostosis	Autosomal dominant	193530	4	WAD,EVC2	607261	NA
Ellis-van Creveld syndrome	Autosomal recessive	225500	4	WAD,EVC2	607261	NA
Weyers acrodental dysostosis	Autosomal dominant	193530	4	EVC	604831	NA
Ellis-van Creveld syndrome	Autosomal recessive	225500	4	EVC	604831	NA
NA	NA	NA	4	CRMP1,DENR	602462	NA
NA	NA	NA	4	JAKMIP1	611195	NA
Diabetes mellitus, noninsulin-dependent, association with	Autosomal dominant	125853	4	CTRCT41,WFS1,WFSL,WFRS	606201	mutation identified in 1 CTRCT41 family
Wolfram-like syndrome, autosomal dominant	Autosomal dominant	614296	4	CTRCT41,WFS1,WFSL,WFRS	606201	mutation identified in 1 CTRCT41 family
Wolfram syndrome	Autosomal recessive	222300	4	CTRCT41,WFS1,WFSL,WFRS	606201	mutation identified in 1 CTRCT41 family
Deafness, autosomal dominant 6/14/38	Autosomal dominant	600965	4	CTRCT41,WFS1,WFSL,WFRS	606201	mutation identified in 1 CTRCT41 family
?Cataract 41	Autosomal dominant	116400	4	CTRCT41,WFS1,WFSL,WFRS	606201	mutation identified in 1 CTRCT41 family
NA	NA	NA	4	PPP2R2C	605997	NA
NA	NA	NA	4	S100P	600614	NA
NA	NA	NA	4	BLOS4,BLOC1S4	605695	NA
NA	NA	NA	4	TBC1D14	614855	NA
NA	NA	NA	4	TADA2B,ADA2B	608790	NA
NA	NA	NA	4	GRPEL1	606173	NA
NA	NA	NA	4	SORCS2	606284	NA
NA	NA	NA	4	AFAP1,AFAP110	608252	NA
NA	NA	NA	4	ABLIM2	612544	NA
NA	NA	NA	4	MIR95	613185	NA
NA	NA	NA	4	CAPN5,PRSP	608785	NA
NA	NA	NA	4	ACOX3	603402	NA
NA	NA	NA	4	TRMT44	614309	NA
NA	NA	NA	4	GPR78	606921	NA
NA	NA	NA	4	CPZ	603105	NA
Oculoauricular syndrome	Autosomal recessive	612109	4	HMX1	142992	NA
NA	NA	NA	4	USP17L9P	607011	NA
Uric acid concentration, serum, QTL 2	Autosomal recessive; Autosomal dominant	612076	4	SLC2A6,UAQTL2,SLC2A9	606142	NA
Hypouricemia, renal, 2	Autosomal recessive; Autosomal dominant	612076	4	SLC2A6,UAQTL2,SLC2A9	606142	NA
Dystonia, primary cervical	None	NA	4	DRD5	126453	pseudogenes on 2p11 and 1q21
Blepharospasm, primary benign	Isolated cases	606798	4	DRD5	126453	pseudogenes on 2p11 and 1q21
Attention deficit-hyperactivity disorder, susceptibility to	Autosomal dominant	143465	4	DRD5	126453	pseudogenes on 2p11 and 1q21
NA	NA	NA	4	WDR1	604734	NA
NA	NA	NA	4	CLNK	611434	NA
Obesity, susceptibility to, BMIQ7	None	608410	4	BMIQ7	608410	NA
Epilepsy, partial, with pericentral spikes	None	607221	4	EPPS	607221	NA
Huntington disease-like 3	Autosomal recessive	604802	4	HLN2,HDL3	604802	NA
Stature QTL 13	None	612226	4	STQTL13	612226	associated with rs16896068
NA	NA	NA	4	3OST,HS3ST1	603244	NA
Cone-rod dystrophy 18	Autosomal recessive	615374	4	RAB28,CORD18	612994	NA
Spondylo-megaepiphyseal-metaphyseal dysplasia	Autosomal recessive	613330	4	SMMD,NKX3-2	602183	NA
NA	NA	NA	4	BOD1L1	616746	NA
NA	NA	NA	4	CPEB2	610605	NA
COACH syndrome	Autosomal recessive	216360	4	CC2D2A	612013	NA
Meckel syndrome 6	Autosomal recessive	612284	4	CC2D2A	612013	NA
Joubert syndrome 9	Autosomal recessive	612285	4	CC2D2A	612013	NA
NA	NA	NA	4	FBXL5,FBXL4	605655	NA
NA	NA	NA	4	BST1	600387	previously assigned to 14q32.3
NA	NA	NA	4	CD38	107270	NA
NA	NA	NA	4	FGFBP1	607737	NA
NA	NA	NA	4	FGFBP2	607713	NA
Stargardt disease 4	None	603786	4	AKR1C2,PROM1	604365	NA
Retinitis pigmentosa 41	Autosomal recessive	612095	4	AKR1C2,PROM1	604365	NA
Macular dystrophy, retinal, 2	Autosomal dominant	608051	4	AKR1C2,PROM1	604365	NA
Cone-rod dystrophy 12	None	612657	4	AKR1C2,PROM1	604365	NA
NA	NA	NA	4	CMVFR,TAPT1	612758	NA
NA	NA	NA	4	LDB2	603450	NA
Hyperphenylalaninemia, BH4-deficient, C	Autosomal recessive	261630	4	QDPR	612676	NA
NA	NA	NA	4	LAP3	170250	NA
NA	NA	NA	4	MED28,MAGICIN	610311	NA
NA	NA	NA	4	NCAPG,CAPG	606280	NA
NA	NA	NA	4	LCORL	611799	NA
NA	NA	NA	4	SLIT2	603746	NA
NA	NA	NA	4	KCNIP4	608182	NA
NA	NA	NA	4	GPR125	612303	NA
NA	NA	NA	4	GBA3,CBGL1	606619	NA
NA	NA	NA	4	PPARGC1A	604517	NA
NA	NA	NA	4	DHX15	603403	NA
Superoxide dismutase, elevated extracellular	None	NA	4	SOD3	185490	NA
NA	NA	NA	4	LGI2	608301	NA
Pontocerebellar hypoplasia type 2D	Autosomal recessive	613811	4	PCH2D,SEPSECS,LPA	613009	NA
NA	NA	NA	4	PI4K2B	612101	NA
NA	NA	NA	4	ZCCHC4	611792	NA
NA	NA	NA	4	ANAPC4	606947	NA
Pulmonary alveolar microlithiasis	Autosomal recessive	265100	4	SLC34A2	604217	NA
?Testicular microlithiasis	None	610441	4	SLC34A2	604217	NA
Adams-Oliver syndrome 3	Autosomal dominant	614814	4	RBPJ,AOS3	147183	pseudogenes at 9q13, 9p13, and 3q25
NA	NA	NA	4	CCKAR	118444	NA
NA	NA	NA	4	STIM2,KIAA1482	610841	NA
Nasopharyngeal carcinoma 1	None	607107	4	NPC1,NPCA1	607107	?associated with acyl-CoA thioesterase 7-like
NA	NA	NA	4	BHPCDH,PCDH7	602988	NA
NA	NA	NA	4	UCH1LAS	614991	NA
NA	NA	NA	4	ARAP2,KIAA0580	606645	NA
NA	NA	NA	4	RELL1	611212	NA
NA	NA	NA	4	PGM2	172000	NA
NA	NA	NA	4	TBC1D1	609850	NA
NA	NA	NA	4	PTTG2	604231	NA
Leprosy, susceptibility to, 5	None	613223	4	TIL.LPRS5,TLR1	601194	NA
Leprosy, protection against	None	613223	4	TIL.LPRS5,TLR1	601194	NA
NA	NA	NA	4	TLR6	605403	NA
NA	NA	NA	4	MIR574-3p,MIR574	615469	NA
NA	NA	NA	4	KLHL5	608064	NA
Nephronophthisis 13	Autosomal recessive	614377	4	SRTD5,WDR19,ATD5,APAF1	608151	mutation identified in 1 CED4 family and 1 SRTD5 family
?Short-rib thoracic dysplasia 5 with or without polydactyly	Autosomal recessive	614376	4	SRTD5,WDR19,ATD5,APAF1	608151	mutation identified in 1 CED4 family and 1 SRTD5 family
?Cranioectodermal dysplasia 4	Autosomal recessive	614378	4	SRTD5,WDR19,ATD5,APAF1	608151	mutation identified in 1 CED4 family and 1 SRTD5 family
Senior-Loken syndrome 8	Autosomal recessive	616307	4	SRTD5,WDR19,ATD5,APAF1	608151	mutation identified in 1 CED4 family and 1 SRTD5 family
NA	NA	NA	4	RECC1,RFC1	102579	NA
NA	NA	NA	4	BKL,KLB	611135	NA
NA	NA	NA	4	RPL9	603686	pseudogene on Xpter-p21
Pyruvate dehydrogenase lipoic acid synthetase deficiency	Autosomal recessive	614462	4	PDHLD,LIAS	607031	NA
NA	NA	NA	4	UGDH,UDPGDH	603370	NA
NA	NA	NA	4	UBE2K	602846	NA
NA	NA	NA	4	PDS5A,SCC112	613200	NA
NA	NA	NA	4	LOC344967	611963	?associated with nasopharyngeal carcinoma
NA	NA	NA	4	RHOH	602037	NA
NA	NA	NA	4	CHRNA9	605116	NA
Alzheimer disease, late-onset	Autosomal dominant	104300	4	APBB2	602710	NA
Narcolepsy 2	None	605841	4	NRCLP2	605841	max lod at D4S2987
?Neurodegeneration with optic atrophy, childhood onset	Autosomal recessive	615491	4	NDGOA,UCHL1	191342	mutation identified in 1 NDGOA family and 1 PARK5 family
?Parkinson disease 5, susceptibility to	None	613643	4	NDGOA,UCHL1	191342	mutation identified in 1 NDGOA family and 1 PARK5 family
Neuroblastoma with Hirschsprung disease	None	613013	4	NBPHOX,PHOX2B,NBLST2	603851	NA
Central hypoventilation syndrome, congenital, with or without Hirschsprung disease	Autosomal dominant	209880	4	NBPHOX,PHOX2B,NBLST2	603851	NA
Neuroblastoma, susceptibility to, 2	None	613013	4	NBPHOX,PHOX2B,NBLST2	603851	NA
NA	NA	NA	4	SLC30A9	604604	NA
Deafness, autosomal recessive 25	Autosomal recessive	613285	4	GRXCR1	613283	NA
NA	NA	NA	4	GNPDA2,GNP2	613222	NA
NA	NA	NA	4	GABRG1	137166	NA
Alcohol dependence, susceptibility to	Multifactorial	103780	4	GABRA2	137140	NA
NA	NA	NA	4	COX7B2	609811	NA
NA	NA	NA	4	GABRA4	137141	cluster with GABRA2, B1, G1; ?involved in autism
NA	NA	NA	4	GABRB1	137190	NA
NA	NA	NA	4	COMMD8	616656	NA
Preeclampsia/eclampsia 5	None	614595	4	CORIN,PEE5	605236	NA
Retinitis pigmentosa 49	None	613756	4	CNGA1	123825	NA
NA	NA	NA	4	TXK	600058	NA
NA	NA	NA	4	TEC	600583	NA
NA	NA	NA	4	SLAIN2	610492	NA
NA	NA	NA	4	ZAR1	607520	NA
Mental health wellness-2	None	603664	4	MHW2	603664	at D4S397
Psoriasis susceptibility 3	None	601454	4	PSORS3	601454	NA
Macroglobulinemia, Waldenstrom, susceptibility to, 2	None	610430	4	WM2	610430	between D4S2910 and D4S1539
Deafness, autosomal dominant 27	Autosomal dominant	612431	4	DFNA27	612431	max lod at D4S398
Deafness, autosomal recessive 55	Autosomal recessive	609952	4	DFNB55	609952	max lod at D4S2638
Mental retardation, autosomal recessive 31	Autosomal recessive	614329	4	MRT31	614329	between rs11944876 and rs6551838
Myopia 9	Multifactorial	609258	4	MYP9	609258	NA
Total anomalous pulmonary venous return	Autosomal dominant	106700	4	TAPVR1	106700	between D4S1630 and D4S3019; ?mutation in KDR
NA	NA	NA	4	DCUN1D4	612977	NA
Muscular dystrophy, limb-girdle, type 2E	Autosomal recessive	604286	4	SGCB	600900	NA
NA	NA	NA	4	SPETEX1,SPATA18	612814	NA
NA	NA	NA	4	USP46	612849	NA
NA	NA	NA	4	UBE3A,DANCR	614625	NA
NA	NA	NA	4	MIR4449	614627	NA
NA	NA	NA	4	SNORA26	614626	NA
NA	NA	NA	4	RASL11B	612404	NA
NA	NA	NA	4	FIP1L1	607686	fused to PDGFRA in hypereosinophilic syndrome
NA	NA	NA	4	LNX1	609732	NA
Leukemia, acute myeloid	Autosomal dominant	601626	4	CHIC2	604332	NA
NA	NA	NA	4	GSX2,GSH2	616253	NA
Hypereosinophilic syndrome, idiopathic, resistant to imatinib	Isolated cases; Somatic mutation	607685	4	PDGFRA	173490	same 700bp segment as KIT; fused to BCR or FIP1L1
Gastrointestinal stromal tumor, somatic	None	606764	4	PDGFRA	173490	same 700bp segment as KIT; fused to BCR or FIP1L1
Piebaldism	Autosomal dominant	172800	4	KIT	164920	same 700bp segment as PDGFRA
Mast cell disease	Autosomal dominant	154800	4	KIT	164920	same 700bp segment as PDGFRA
Leukemia, acute myeloid	Autosomal dominant	601626	4	KIT	164920	same 700bp segment as PDGFRA
Germ cell tumors	Somatic mutation	273300	4	KIT	164920	same 700bp segment as PDGFRA
Gastrointestinal stromal tumor, familial	Isolated cases; Autosomal dominant	606764	4	KIT	164920	same 700bp segment as PDGFRA
Hemangioma, capillary infantile, susceptibility to	Autosomal dominant	602089	4	KDR	191306	?mutant in TAPVR1
Hemangioma, capillary infantile, somatic	None	602089	4	KDR	191306	?mutant in TAPVR1
Kahrizi syndrome	Autosomal recessive	612713	4	SRD5A3,KRIZI,CDG1Q	611715	NA
Congenital disorder of glycosylation, type Iq	Autosomal recessive	612379	4	SRD5A3,KRIZI,CDG1Q	611715	NA
Congenital disorder of glycosylation, type IIk	Autosomal recessive	614727	4	CDG2K,FT27,TMEM165	614726	NA
NA	NA	NA	4	CLOCK	601851	NA
NA	NA	NA	4	PDCL2	611676	NA
NA	NA	NA	4	EXOC1	607879	NA
?Microcephaly 8, primary, autosomal recessive	Autosomal recessive	614673	4	MCPH8,CEP135	611423	mutation identified in 1 MCPH8 family
NA	NA	NA	4	AASDH	614365	NA
NA	NA	NA	4	COASY,PPAT	172450	NA
NA	NA	NA	4	PAICS	172439	bifunctional enzyme; ade-D; 625bp from PPAT
Bone marrow failure syndrome 1	Autosomal dominant	614675	4	SRP72,BMFS1	602122	NA
NA	NA	NA	4	ARL9	612405	NA
NA	NA	NA	4	HOPX	607275	NA
NA	NA	NA	4	SPINK2	605753	NA
NA	NA	NA	4	REST	600571	NA
NA	NA	NA	4	NOA1	614919	NA
NA	NA	NA	4	POL2RB	180661	NA
Retinal arterial macroaneurysm with supravalvular pulmonic stenosis	Autosomal recessive	614224	4	RAMSVPS,IGFBP7	602867	NA
Autoimmune disease, susceptibility to, 4	None	609400	4	VAMAS5,AIS4	609400	between D4S392 and D4S3042
NA	NA	NA	4	LPHN3,CIRL3,ADGRL3,CL3	616417	NA
NA	NA	NA	4	EPHA5,EPHA3,HEK7	600004	NA
Epilepsy, familial temporal lobe, 3	Autosomal dominant	611630	4	ETL3,FMTLE	611630	max lod at D4S1517
NA	NA	NA	4	CENPC,CENPCP1	117141	?pseudogene on chr.12
NA	NA	NA	4	UXT,STAP1	604298	NA
Hypogonadotropic hypogonadism 7 without anosmia	Autosomal recessive	146110	4	HH7,GNRHR	138850	placed at 4q12 or 4q13 by some
NA	NA	NA	4	TMPRSS11A	611704	NA
NA	NA	NA	4	GCOM2	608311	NA
NA	NA	NA	4	SYT16,SYT14P1	610892	NA
NA	NA	NA	4	TMPRSS11E	610399	NA
Bone mineral density QTL 12, osteoporosis	None	612560	4	BMND12,UGT2B17	601903	NA
NA	NA	NA	4	UGT2B15	600069	NA
NA	NA	NA	4	UGT2B10	600070	NA
NA	NA	NA	4	UGT2A3	616382	NA
NA	NA	NA	4	UGT2B7	600068	NA
NA	NA	NA	4	UGT2B4	603064	NA
NA	NA	NA	4	UGT2B28	606497	NA
NA	NA	NA	4	UGT2B4	600067	cluster in order B7--B4--B15 in 195kb
NA	NA	NA	4	UGT2A1	604716	NA
NA	NA	NA	4	SULT1B1	608436	NA
NA	NA	NA	4	SULT1E1,MAP3K8	600043	NA
NA	NA	NA	4	CSN1S1	115450	NA
NA	NA	NA	4	COPS2	115460	NA
NA	NA	NA	4	STATH	184470	NA
NA	NA	NA	4	HTN2,HTN3	142702	NA
NA	NA	NA	4	HTN1	142701	3 genes in a 15kb segment
NA	NA	NA	4	APIN,ODAM	614843	NA
NA	NA	NA	4	COPS3,CNS10,CSNK	601695	NA
NA	NA	NA	4	PBII,SMR3B,PTP4A3,SMR1B	611593	NA
NA	NA	NA	4	PROL1,PLRG1	608936	NA
Asthma, protection against	Autosomal dominant	600807	4	MUC7	158375	NA
NA	NA	NA	4	AMTN	610912	NA
Amelogenesis imperfecta, type IF	Autosomal recessive	616270	4	AMBN,AI1F	601259	mutation identified in 1 AI1F family
Amelogenesis imperfecta, type IC	Autosomal recessive	204650	4	AI1C,ENAM	606585	NA
Amelogenesis imperfecta, type IB	Autosomal dominant	104500	4	AI1C,ENAM	606585	NA
NA	NA	NA	4	IGJ	147790	NA
NA	NA	NA	4	IL27RA,UTP3	611614	NA
NA	NA	NA	4	RUFY3,RIPX,SINGAR1	611194	NA
NA	NA	NA	4	GRSF1	604851	NA
NA	NA	NA	4	DCK	125450	NA
Renal tubular acidosis, proximal, with ocular abnormalities	Autosomal recessive	604278	4	SLC4A4,KNBC	603345	NA
NA	NA	NA	4	GC	139200	4q13-q21.1 by in situ hybridization
NA	NA	NA	4	NPFFR2	607449	NA
NA	NA	NA	4	ADAMTS3	605011	NA
NA	NA	NA	4	COX18	610428	NA
NA	NA	NA	4	ANKRD17	615929	NA
Dysalbuminemic hyperthyroxinemia	None	615999	4	ANALBA,FDAH,FBF1	103600	linked to GC
Analbuminemia	None	616000	4	ANALBA,FDAH,FBF1	103600	linked to GC
Hereditary persistence of alpha-fetoprotein	Autosomal dominant	615970	4	AFP,AFPD	104150	order: 5'-ALB-3'--5'-AFP-3'
Alpha-fetoprotein deficiency	Autosomal recessive	615969	4	AFP,AFPD	104150	order: 5'-ALB-3'--5'-AFP-3'
NA	NA	NA	4	AFM	104145	10kb 3' of AFP
NA	NA	NA	4	RASSF6	612620	NA
NA	NA	NA	4	CXCL8	146930	NA
NA	NA	NA	4	FOLH1,CXCL6	138965	NA
NA	NA	NA	4	PPBPP1	188035	in cluster with PPBP, PF4, and PF4V1
NA	NA	NA	4	PF4V1	173461	same region as PF4 and IP10
NA	NA	NA	4	CXCL1	155730	apparently cluster of 3 GRO genes
NA	NA	NA	4	PF4	173460	6kb from PF4V1
NA	NA	NA	4	PPBP	121010	less than 7kb from PF4
NA	NA	NA	4	CXCL5,ENA78	600324	NA
NA	NA	NA	4	CXCL3,MIP2B	139111	NA
NA	NA	NA	4	PPBPP2	611591	NA
NA	NA	NA	4	MIP2A,CXCL2	139110	NA
NA	NA	NA	4	MTHFD2L	614047	NA
NA	NA	NA	4	AREG	104640	NA
NA	NA	NA	4	BTC	600345	tightly linked to Areg in mouse
Chromosome 4q21 deletion syndrome	Isolated cases	613509	4	DEL4q21,C4DELq21	613509	contigous gene deletion if at least 30 genes
NA	NA	NA	4	FECB	134720	sheep chr.6
Orofacial cleft 4	None	608371	4	OFC4	608371	NA
NA	NA	NA	4	RCHY1	607680	NA
NA	NA	NA	4	THAP6	612535	NA
Amelogenesis imperfecta, type IIA4	Autosomal recessive	614832	4	AI2A4,C4orf26	614829	NA
NA	NA	NA	4	CDKL2	603442	NA
NA	NA	NA	4	ARHGAP4,FLNB,USO1	603344	NA
NA	NA	NA	4	PPEF2	602256	NA
NA	NA	NA	4	NAAA	607469	NA
NA	NA	NA	4	CXCL9	601704	close to INP10
NA	NA	NA	4	ART3	603086	NA
NA	NA	NA	4	CXCL10	147310	?involved in monocytic leukemia with t(4;11)(q21;q23)
NA	NA	NA	4	CXCL11,IP9	604852	NA
NA	NA	NA	4	NUP54	607607	NA
Epilepsy, progressive myoclonic 4, with or without renal failure	Autosomal recessive	254900	4	EPM4,SCARB2,AMRF	602257	NA
NA	NA	NA	4	GENEX3414	607406	NA
NA	NA	NA	4	SHROOM3	604570	NA
NA	NA	NA	4	SEPT11	612887	NA
NA	NA	NA	4	CCNG2	603203	NA
NA	NA	NA	4	CXCL13,BCA1	605149	NA
NA	NA	NA	4	MRPL1	611821	NA
Fraser syndrome	Autosomal recessive	219000	4	FRAS1	607830	NA
NA	NA	NA	4	ANXA3	106490	NA
NA	NA	NA	4	PAQR3,RKTG	614577	NA
NA	NA	NA	4	PCAT4	609717	NA
Hyaline fibromatosis syndrome	Autosomal recessive	228600	4	HFS,ANTXR2	608041	NA
?Epilepsy, progressive myoclonic, 10	None	616640	4	PRDM8,EPM10	616639	mutation identified in 1 EPM10 family
Trichomegaly	Autosomal recessive	190330	4	FGF5,TCMGLY	165190	NA
NA	NA	NA	4	BMP3	112263	NA
NA	NA	NA	4	PRKG2	601591	NA
NA	NA	NA	4	RASGEF1B	614532	NA
NA	NA	NA	4	AUF1A,HNRNPD	601324	NA
Limb-girdle muscular dystrophy, type 1G	Autosomal dominant	609115	4	LGMD1G,HNRNPDL	607137	NA
NA	NA	NA	4	SCD5	608370	NA
NA	NA	NA	4	SEC31A	610257	NA
NA	NA	NA	4	THAP9	612537	NA
NA	NA	NA	4	LIN54	613367	NA
NA	NA	NA	4	COPS4	616008	NA
NA	NA	NA	4	LGALS13	607515	NA
Coenzyme Q10 deficiency, primary, 1	Autosomal recessive	607426	4	COQ10D1,MSA1,COQ2	609825	NA
Multiple system atrophy, susceptibility to	Autosomal recessive; Autosomal dominant	146500	4	COQ10D1,MSA1,COQ2	609825	NA
NA	NA	NA	4	HPSE	604724	NA
NA	NA	NA	4	HEL308,HELQ	606769	NA
NA	NA	NA	4	MRPS18C	611983	6 pseudogenes
NA	NA	NA	4	FAM175A,ABRAXAS	611143	NA
NA	NA	NA	4	GPAT3,AGPAT9	610958	NA
NA	NA	NA	4	NKX6-1	602563	NA
NA	NA	NA	4	CHEK2	603548	NA
NA	NA	NA	4	RCGAP72,FILGAP,ARHGAP24	610586	NA
NA	NA	NA	4	MAPK10	602897	NA
NA	NA	NA	4	PTPN13	600267	633bp upstream of JNK3
NA	NA	NA	4	SLC10A6	613366	NA
NA	NA	NA	4	AFF1	159557	fuses with ALL1
Dermatitis, atopic, susceptibility to, 8	None	613518	4	ATOD8	613518	NA
Musical aptitude QTL 1	None	612343	4	MUSQTL1	612343	near D4S423 and D4S2460
Myopia 11	None	609994	4	MYP11	609994	max lod at D4S1564
NA	NA	NA	4	KLHL8	611967	NA
NA	NA	NA	4	HSD17B13	612127	NA
NA	NA	NA	4	RETSDR2,HSD17B11	612831	NA
Dentinogenesis imperfecta, Shields type III	Autosomal dominant	125500	4	DTDP2,DSPP,DPP	125485	NA
Dentinogenesis imperfecta, Shields type II	Autosomal dominant	125490	4	DTDP2,DSPP,DPP	125485	NA
Dentin dysplasia, type II	Autosomal dominant	125420	4	DTDP2,DSPP,DPP	125485	NA
Deafness, autosomal dominant 39, with dentinogenesis	Autosomal dominant	605594	4	DTDP2,DSPP,DPP	125485	NA
Hypophosphatemic rickets, AR	Autosomal recessive	241520	4	ARHP,DMTF1,ARHR	600980	NA
NA	NA	NA	4	IBSP	147563	NA
NA	NA	NA	4	MEPE	605912	NA
NA	NA	NA	4	CXXC1,SPP1	166490	NA
Polycystic kidney disease 2	None	613095	4	PRKD2	173910	NA
Junior blood group system	None	614490	4	ABCG2,GOUT1,UAQTL1	603756	NA
Uric acid concentration, serum, QTL1	?Autosomal dominant	138900	4	ABCG2,GOUT1,UAQTL1	603756	NA
?Maple syrup urine disease, mild variant	None	615135	4	MSUDMV,PTMP,PPM1K,PP2CM	611065	mutation identified in 1 MSUDMV family
NA	NA	NA	4	HERC5	608242	NA
NA	NA	NA	4	PIGY	610662	NA
NA	NA	NA	4	HERC3	605200	NA
NA	NA	NA	4	NAP1L5	612203	NA
NA	NA	NA	4	FAM13A-AS1	613300	overlaps with FAM13A
NA	NA	NA	4	FAM13A	613299	overlaps with FAM13AOS
NA	NA	NA	4	TIGD2	612973	NA
NA	NA	NA	4	GPRIN3	611241	NA
Parkinson disease 4	Autosomal dominant	605543	4	SNCA	163890	NA
Parkinson disease 1	Autosomal dominant	168601	4	SNCA	163890	NA
Dementia, Lewy body	Autosomal dominant	127750	4	SNCA	163890	NA
Spinocerebellar ataxia, autosomal recessive 18	Autosomal recessive	616204	4	SCAR18,GRID2	602368	NA
NA	NA	NA	4	ATH1,ATOH1	601461	NA
Adermatoglyphia	Autosomal dominant	136000	4	SMARCAD1,HEL1,LGI1,ADERM	612761	NA
NA	NA	NA	4	HPGDS	602598	NA
NA	NA	NA	4	ENH	605904	NA
Brachydactyly, type A2	Autosomal dominant	112600	4	BMPR1B,FAAH2	603248	NA
Acromesomelic dysplasia, Demirhan type	Autosomal recessive	609441	4	BMPR1B,FAAH2	603248	NA
NA	NA	NA	4	UNC5H3,UNC5C	603610	NA
NA	NA	NA	4	PDHA2	179061	NA
NA	NA	NA	4	COX7A2P2	123997	possibly on chr.14 or chr.6
Huriez syndrome	Autosomal dominant	181600	4	HRZ,TYS	181600	NA
Lymphocytic leukemia, acute T-cell	None	NA	4	RAP1GDS1	179502	fusion partner with NUP98 in ALL
NA	NA	NA	4	TMEM53,TSPAN5	613136	NA
Autism, susceptibility to, 19	None	615091	4	EIF4E,AUTS19	133440	pseudogene on 20
NA	NA	NA	4	METAP1	610151	NA
NA	NA	NA	4	ADH5	103710	NA
NA	NA	NA	4	ADH4	103740	NA
NA	NA	NA	4	ADH6	103735	NA
NA	NA	NA	4	ADH1A	103700	NA
